policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL111660;OH;600;746.45;33;OTHER;Masters;Teacher;yachting;31/07/2024;Single Vehicle Collision;Front;Total Loss;Ambulance;NY;Johnsonmouth;9;4;4;1;No;22688.12;20239.21;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL111685;TX;400;746.62;20;OTHER;College;Teacher;paintball;13/10/2025;Parked Car;Side;Total Loss;Police;CA;Lake Ryan;23;3;0;3;Yes;19341.52;23980.54;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL111687;OH;500;1377.2;58;MALE;High School;Technician;yachting;13/07/2025;Single Vehicle Collision;Unknown;Total Loss;Inconnu;FL;Malonemouth;18;2;0;1;Yes;23511.95;23974.01;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL111801;PA;500;778.07;22;FEMALE;PhD;Manager;chess;12/06/2024;Parked Car;Rear;Major Damage;Inconnu;PA;Kramertown;23;3;4;0;No;4884.83;6234.1;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL111953;PA;200;1205.88;25;OTHER;College;Engineer;reading;10/07/2025;Parked Car;Side;Major Damage;Inconnu;FL;New Kellybury;2;4;3;0;No;6481.91;5671.57;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL112258;TX;500;751.46;19;OTHER;High School;Doctor;reading;12/09/2025;Parked Car;Rear;Total Loss;Police;IL;Amyton;0;4;1;2;Yes;24468.72;22276.4;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL112872;CA;800;1356.27;25;OTHER;High School;Engineer;hiking;12/03/2025;Parked Car;Side;Minor Damage;Fire;IL;South Ethantown;13;3;2;0;No;7644.05;11068.86;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL112902;PA;600;1361.61;21;OTHER;High School;Lawyer;chess;24/08/2025;Vehicle Theft;Unknown;Major Damage;Inconnu;IL;Port Bryanview;3;1;2;1;Yes;21530.66;24844.45;N;33.0;Autorite contactee (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL113076;FL;600;1183.0;32;OTHER;Masters;Clerk;camping;27/10/2025;Parked Car;Side;Total Loss;Fire;GA;Klineland;12;3;4;1;No;14230.89;23039.42;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant total tres eleve (>= P90) | Voiture garee avec trop de vehicules impliques
POL113398;OH;500;1478.8;19;FEMALE;Masters;Engineer;yachting;13/11/2024;Multi-vehicle Collision;Rear;Total Loss;Police;IL;Lake Ronnie;15;2;2;2;Yes;26626.1;24739.15;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL113654;CA;200;1375.24;20;OTHER;College;Technician;camping;04/03/2025;Vehicle Theft;Unknown;Total Loss;Inconnu;PA;East Victoria;4;3;4;4;Yes;6790.51;7884.95;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL113836;MI;600;936.64;50;OTHER;Masters;Lawyer;yachting;27/12/2023;Parked Car;Front;Total Loss;Police;GA;Garciaborough;13;2;3;1;No;21914.69;18936.48;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL115109;MI;700;679.64;29;OTHER;High School;Manager;chess;23/09/2024;Single Vehicle Collision;Front;Total Loss;Fire;FL;Port Mollytown;18;2;3;1;Yes;27449.47;24652.6;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL115234;NY;400;830.26;23;FEMALE;PhD;Doctor;camping;01/09/2025;Parked Car;Side;Total Loss;Ambulance;GA;Lopezville;6;4;1;5;Yes;24130.97;21888.28;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL115315;NY;1000;1149.98;28;OTHER;Masters;Lawyer;reading;17/10/2025;Vehicle Theft;Unknown;Total Loss;Ambulance;OH;West Jay;1;4;2;1;Yes;10324.05;16928.91;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL115376;NY;500;828.31;19;FEMALE;Masters;Manager;paintball;14/10/2025;Vehicle Theft;Unknown;Major Damage;Fire;FL;Port Wayne;18;3;3;1;No;25586.1;23796.29;N;33.0;Autorite contactee (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL116001;TX;700;1242.68;74;OTHER;PhD;Teacher;hiking;16/02/2024;Parked Car;Rear;Total Loss;Ambulance;CA;Danielleborough;3;1;1;1;Yes;25196.34;24104.57;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL116224;IL;300;721.77;18;FEMALE;Masters;Clerk;yachting;25/12/2024;Single Vehicle Collision;Side;Total Loss;Police;PA;Avilaside;6;3;0;2;Yes;25203.15;24885.42;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL116433;TX;500;1167.24;60;MALE;PhD;Manager;camping;13/09/2025;Single Vehicle Collision;Front;Total Loss;Fire;GA;East Faith;2;1;0;1;No;22471.95;20970.5;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL116469;CA;800;1452.88;30;MALE;Masters;Teacher;reading;12/07/2025;Vehicle Theft;Unknown;Total Loss;Police;NY;New Anthony;4;1;3;1;Yes;806.27;980.04;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL116702;OH;600;1160.66;23;MALE;College;Sales;camping;12/11/2023;Single Vehicle Collision;Unknown;Total Loss;Inconnu;TX;Lake Jose;5;1;1;3;No;21343.59;21608.56;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL116705;CA;600;661.72;20;MALE;College;Lawyer;chess;22/03/2024;Parked Car;Side;Total Loss;Police;PA;South Hannah;8;2;1;5;No;21379.91;18070.68;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL116877;NC;1000;1405.79;25;FEMALE;Masters;Doctor;hiking;04/06/2024;Vehicle Theft;Front;Total Loss;Fire;FL;Melissaborough;17;3;0;1;Yes;8378.43;7127.69;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL117399;FL;400;1311.34;21;FEMALE;Masters;Lawyer;movies;18/06/2024;Single Vehicle Collision;Unknown;Minor Damage;Ambulance;PA;Susanmouth;8;2;3;0;No;18500.72;24986.58;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL118129;GA;400;1194.86;23;OTHER;PhD;Teacher;movies;17/07/2025;Vehicle Theft;Unknown;Total Loss;Inconnu;CA;Nathanburgh;14;3;1;5;No;22561.0;19046.4;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL118237;GA;500;1214.95;67;MALE;High School;Clerk;yachting;04/08/2025;Single Vehicle Collision;Rear;Total Loss;Inconnu;OH;New Lisa;20;2;1;1;No;22857.35;21590.9;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL118319;CA;600;926.14;37;OTHER;Masters;Doctor;paintball;21/11/2023;Single Vehicle Collision;Front;Total Loss;Fire;IL;Brentview;2;2;0;1;No;20371.98;18839.9;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL118675;IL;200;718.29;72;MALE;PhD;Sales;hiking;20/04/2025;Single Vehicle Collision;Rear;Total Loss;Ambulance;OH;Diazburgh;13;1;3;1;No;22593.92;19638.96;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL120139;MI;800;686.53;23;OTHER;High School;Clerk;camping;06/01/2025;Vehicle Theft;Rear;Total Loss;Police;MI;Kennethton;18;3;4;1;Yes;4940.75;8000.4;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL120372;GA;500;1115.2;19;MALE;PhD;Doctor;chess;29/09/2025;Vehicle Theft;Side;Total Loss;Ambulance;IL;Cohenfort;21;1;3;1;Yes;5063.89;4832.16;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL120390;CA;500;1240.89;25;MALE;College;Lawyer;chess;12/07/2025;Vehicle Theft;Rear;Total Loss;Ambulance;PA;Petersonborough;23;4;4;1;Yes;7377.68;12716.97;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL120452;FL;600;1177.95;21;MALE;PhD;Clerk;yachting;22/10/2024;Parked Car;Rear;Minor Damage;Fire;FL;Cannonfurt;5;4;1;0;No;4731.12;5210.16;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL120976;NC;800;696.51;23;OTHER;Masters;Engineer;camping;13/04/2024;Parked Car;Side;Minor Damage;Fire;PA;South Laura;16;3;4;0;No;13444.92;20668.76;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL121028;MI;200;1091.07;22;OTHER;High School;Teacher;movies;18/02/2024;Vehicle Theft;Unknown;Total Loss;Police;FL;Abbottport;19;2;2;5;Yes;24407.82;23975.41;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL121059;MI;600;891.62;23;OTHER;Masters;Technician;chess;16/04/2024;Parked Car;Unknown;Major Damage;Inconnu;FL;New Lindaborough;12;3;2;0;No;2249.71;3179.28;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL121246;CA;600;922.65;56;OTHER;High School;Engineer;movies;24/10/2025;Vehicle Theft;Unknown;Total Loss;Inconnu;GA;Brendaport;1;4;4;1;Yes;14526.04;12560.92;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL121255;CA;1000;1188.5;73;MALE;College;Engineer;hiking;19/08/2025;Single Vehicle Collision;Front;Total Loss;Ambulance;NC;Lake Miguel;16;4;3;1;Yes;24429.99;24958.87;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL121859;GA;1000;1298.13;19;MALE;PhD;Teacher;movies;05/10/2025;Vehicle Theft;Front;Total Loss;Fire;OH;Sanchezberg;15;3;1;1;Yes;3197.26;6305.75;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL121973;FL;700;1231.55;32;MALE;Masters;Teacher;camping;31/12/2023;Single Vehicle Collision;Unknown;Total Loss;Ambulance;NC;Desireehaven;5;2;1;1;No;21231.28;21784.45;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL122061;NC;600;821.7;23;MALE;Masters;Doctor;yachting;12/01/2024;Vehicle Theft;Unknown;Total Loss;Fire;PA;East Kristaview;1;2;2;3;Yes;7140.07;10195.98;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL122187;NC;300;822.12;59;MALE;Masters;Clerk;yachting;02/08/2025;Single Vehicle Collision;Rear;Total Loss;Police;TX;North Mark;1;1;2;1;No;22407.03;19529.29;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL122499;PA;700;1240.4;24;FEMALE;High School;Teacher;chess;13/03/2025;Parked Car;Unknown;Major Damage;Inconnu;NY;Port Charles;10;2;0;0;Yes;25211.94;23142.69;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Conducteur jeune (16-25 ans)
POL122655;FL;800;758.32;23;FEMALE;High School;Sales;movies;02/08/2025;Vehicle Theft;Front;Total Loss;Inconnu;OH;West Antonio;23;2;4;1;Yes;7314.85;8177.37;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL122684;IL;1000;914.63;35;OTHER;PhD;Engineer;hiking;16/08/2025;Parked Car;Side;Total Loss;Ambulance;MI;Port Renee;1;1;3;1;No;20736.95;21330.44;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL122921;IL;800;730.41;37;MALE;College;Sales;reading;04/08/2024;Multi-vehicle Collision;Rear;Total Loss;Ambulance;TX;South James;12;3;0;1;No;22823.1;21079.86;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL123197;NC;600;912.83;23;MALE;High School;Technician;camping;19/07/2025;Single Vehicle Collision;Front;Total Loss;Ambulance;OH;Smithstad;13;2;2;5;Yes;23128.39;24791.29;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL123297;MI;400;1220.62;19;FEMALE;PhD;Doctor;hiking;06/12/2023;Parked Car;Front;Major Damage;Police;OH;Keithhaven;20;4;1;0;No;19024.44;22432.95;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL123474;FL;200;1429.02;74;OTHER;Masters;Sales;reading;08/03/2025;Multi-vehicle Collision;Side;Total Loss;Inconnu;GA;East Davidfort;2;3;3;1;Yes;23022.59;23932.95;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL123744;CA;1000;606.53;21;FEMALE;Masters;Technician;hiking;23/07/2024;Parked Car;Unknown;Minor Damage;Fire;PA;Port Gabrielle;18;3;0;0;No;13412.85;15361.79;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL123837;MI;800;1434.62;22;FEMALE;Masters;Manager;camping;07/01/2024;Parked Car;Side;Total Loss;Police;IL;Willisshire;22;4;1;5;Yes;25720.3;22467.19;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL123871;NC;800;705.14;21;MALE;High School;Teacher;hiking;19/10/2024;Parked Car;Rear;Major Damage;Ambulance;CA;North Helenstad;21;4;4;0;No;15214.25;13252.41;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL123881;NY;200;923.71;23;MALE;PhD;Engineer;paintball;04/11/2024;Vehicle Theft;Front;Total Loss;Inconnu;CA;East Francisco;7;2;2;1;Yes;5281.62;8540.98;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL124578;TX;500;715.83;19;MALE;PhD;Lawyer;yachting;23/02/2024;Parked Car;Side;Minor Damage;Police;PA;Lake Adam;10;3;1;0;No;17710.68;19856.92;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL124617;NY;300;1018.86;22;FEMALE;High School;Lawyer;movies;07/01/2024;Multi-vehicle Collision;Unknown;Total Loss;Inconnu;CA;Port Kevinview;16;1;4;4;Yes;24269.67;24285.67;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
